1,3186
1,57
1,3826
1,175
1,2959
1,2959
1,1758
1,150
1,3176
1,3176
1,412
1,3420
1,1639
1,321
1,1268
1,538
1,2071
1,409
1,2618
1,94
1,3186
1,2165
1,147
1,147
1,147
1,412
1,388
1,2071
1,1480
1,1648
1,1120
1,3129
1,3218
1,1625
1,2231
1,1805
1,1648
1,1354
1,3263
1,481
1,481
1,481
1,481
1,94
1,2994
1,2994
1,147
1,1601
1,3127
1,1399
1,2271
2,1221
2,1242
2,2028
2,3836
2,3729
2,3782
2,1387
2,1387
2,1387
2,2947
2,1387
2,1387
2,2948
2,1387
2,1387
2,1387
2,1387
2,3771
2,2949
2,3763
2,1587
2,3807
2,3807
2,3807
2,1374
2,3771
2,3771
2,3633
2,3807
2,3807
2,2532
2,2528
2,3740
2,3635
2,2991
2,2533
2,2532
2,3519
2,3519
2,3519
2,3519
2,3519
2,3519
2,3519
2,3519
2,3066
2,1201
2,3807
2,3807
2,3807
2,3635
2,3638
2,3807
2,3807
2,3807
2,3807
2,2531
2,2531
2,2532
2,2533
2,2530
2,3934
2,3926
2,2531
2,2531
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3661
2,3878
2,3878
2,3878
2,3878
2,3778
2,3307
2,3806
2,3792
2,3276
2,3156
2,3156
2,3931
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,3878
2,2532
2,2531
2,3923
2,3923
2,3923
2,2658
2,2658
2,2658
2,2658
2,3878
2,3878
2,3878
2,3878
2,3934
2,3024
2,3878
2,3878
2,3878
3,3302
3,2361
3,482
3,1089
3,319
3,1682
3,1719
3,3044
3,3044
3,1625
3,1645
3,1645
3,1645
3,1625
3,1711
3,731
3,1711
3,16
3,1089
3,1805
3,1464
3,1459
3,2841
3,1092
3,1798
3,1625
3,1892
3,1892
3,1892
3,1459
3,1892
3,1892
3,1645
3,1645
3,1625
3,1625
3,454
3,1805
3,1834
3,2875
3,2803
3,454
3,481
3,1892
3,1892
3,1645
3,1092
3,1092
3,1422
4,1198
4,1527
4,1197
4,1036
4,1036
4,2194
4,457
4,1222
4,1954
4,1610
4,1608
4,1608
4,2763
4,349
4,380
4,2414
4,1608
4,1608
4,1377
5,2003
5,3928
5,1970
5,1970
5,1970
5,1970
5,1970
5,1986
5,1986
5,1986
5,1976
5,1970
5,1976
5,1976
5,1389
5,1980
5,1977
5,1972
5,1972
5,1976
5,1980
5,1980
5,1980
5,2462
5,1324
5,1979
5,1986
5,1979
5,1980
5,1980
5,1984
5,1986
5,1986
5,1986
5,1979
5,1979
5,1707
5,1977
5,1977
5,1976
5,1972
5,3938
5,3938
5,1323
5,1986
5,1980
5,1980
5,1980
5,1980
5,1980
5,1980
5,1978
5,1984
5,2462
5,1984
5,1996
5,1984
5,1980
5,1984
5,1977
5,1977
5,1977
5,1984
5,1984
5,1984
5,1389
5,1986
5,1986
5,1986
5,1980
5,1980
5,1980
5,1980
5,1976
5,2903
5,1980
5,1980
5,1980
5,1992
5,1323
5,3027
5,1993
5,1980
5,1972
5,1980
5,1980
5,1978
5,1979
5,1325
5,1980
5,1980
5,1980
5,1980
5,1972
5,1986
5,1980
5,1980
5,1980
5,1980
5,1980
5,1978
5,1978
5,1978
5,1984
5,1984
5,3026
5,3026
5,2855
5,2855
5,3027
5,3026
5,3026
5,1979
5,1996
5,1996
5,3692
5,1984
5,1980
5,2460
5,1989
5,1979
5,1980
5,1980
5,1326
5,1986
5,2462
5,2465
5,1998
5,1998
5,1996
5,1984
5,1323
5,1323
5,1388
5,1388
5,2902
5,1995
5,1388
5,1388
5,1996
5,1333
5,1387
5,1387
5,1388
5,1389
5,2412
5,1388
5,1388
5,1388
5,2121
5,1995
5,1992
5,1389
5,1389
5,1389
5,1984
5,1984
5,3026
5,1989
5,1979
5,2903
5,1980
5,3840
5,3840
5,3840
5,2902
5,2121
5,1995
5,2121
5,2121
5,3708
