1	1
1	2
1	2
1	3
2	5
2	6
2	7
2	8
2	8
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
4	24
4	25
4	26
4	27
4	28
4	29
4	30
4	31
5	34
5	35
5	36
5	37
5	38
5	39
6	41
6	42
6	43
6	44
6	45
6	46
6	47
6	48
7	50
7	51
7	52
7	53
7	54
7	55
8	57
8	58
8	59
8	60
8	61
8	62
8	63
8	64
8	65
8	66
8	67
8	68
8	69
8	70
8	71
8	72
9	76
9	77
9	78
9	79
10	81
10	32
10	82
10	83
10	84
10	85
11	86
11	87
11	88
11	89
12	91
12	92
12	93
12	94
12	95
13	97
13	98
13	99
13	100
14	102
14	103
14	63
14	104
14	105
14	105
14	106
14	107
14	108
14	109
14	110
14	111
14	112
14	113
14	114
14	115
15	119
15	119
15	120
15	109
15	121
15	122
15	123
15	124
15	125
16	128
16	129
16	130
16	131
17	133
17	134
17	135
17	136
17	137
17	138
17	139
17	140
18	141
18	142
18	143
18	144
19	146
19	147
19	148
19	149
20	150
20	151
20	152
20	153
20	154
20	155
20	156
20	157
20	158
21	160
21	161
21	162
21	163
21	164
22	166
22	166
22	167
22	168
23	170
23	171
23	172
23	173
23	174
23	175
23	176
23	177
24	180
24	181
24	182
24	183
25	185
25	186
25	187
25	188
25	189
26	191
26	192
26	46
26	193
26	194
27	196
27	197
27	198
27	199
28	201
28	202
28	202
28	203
29	204
29	205
29	206
29	207
29	208
29	209
29	210
29	211
29	212
29	213
29	214
29	215
29	216
29	216
29	217
29	218
30	220
30	221
30	222
30	223
31	225
31	226
31	227
31	228
31	229
31	230
32	185
32	232
32	233
32	234
33	236
33	237
33	238
33	239
33	240
33	241
33	241
33	242
33	243
33	244
33	245
33	246
34	59
34	249
34	86
34	250
35	251
35	252
35	253
35	254
35	255
35	256
35	257
35	258
35	52
35	259
36	262
36	263
36	264
36	265
36	266
36	267
36	268
36	269
37	271
37	254
37	272
37	273
37	274
38	276
38	277
38	278
38	279
38	280
38	281
38	282
38	283
39	285
39	286
39	287
39	288
40	290
40	291
40	292
40	293
41	295
41	296
41	297
41	298
41	299
42	301
42	302
42	303
42	304
43	306
43	184
43	307
43	308
44	310
44	311
44	312
44	313
45	315
45	316
45	317
45	318
46	319
46	320
46	321
46	322
46	323
47	325
47	326
47	327
47	328
48	329
48	131
48	330
48	331
48	279
48	332
49	334
49	335
49	336
49	337
49	338
49	339
50	341
50	96
50	342
50	343
50	344
50	345
51	347
51	348
51	349
51	350
52	352
52	352
52	353
52	354
52	355
52	356
52	357
52	358
53	360
53	361
53	362
53	363
53	364
54	366
54	367
54	367
54	368
54	369
54	370
54	369
54	370
54	371
54	372
54	371
54	372
54	373
54	374
54	375
54	376
54	377
54	378
54	379
54	380
54	381
54	382
54	383
54	384
54	385
54	386
54	387
54	388
54	389
54	390
54	391
54	392
55	398
55	399
55	400
55	401
56	403
56	404
56	405
56	406
56	407
56	131
57	409
57	410
57	411
57	73
57	223
58	413
58	414
58	415
58	416
58	417
58	418
58	419
58	420
58	421
58	422
58	423
58	424
58	425
58	425
58	426
58	427
59	65
59	431
59	432
59	433
59	434
59	435
59	436
59	437
60	439
60	440
60	441
60	442
60	443
60	444
60	445
61	447
61	448
61	262
61	449
61	450
62	452
62	453
62	454
62	455
63	209
63	457
63	458
63	459
63	459
63	460
63	160
63	461
63	462
63	463
63	464
63	465
63	466
63	467
64	471
64	472
64	473
64	472
64	473
64	474
64	475
64	476
64	477
64	478
64	479
65	482
65	483
65	484
65	485
65	486
66	487
66	488
66	487
66	488
66	489
67	491
67	492
67	493
67	494
67	494
67	495
67	496
67	496
67	172
67	497
67	498
67	499
68	503
68	120
68	504
68	505
68	119
68	505
68	119
68	506
68	507
68	508
69	510
69	511
69	512
69	513
70	515
70	516
70	517
70	518
70	519
71	521
71	522
71	523
71	524
71	525
71	526
71	526
72	356
72	528
72	529
72	530
72	531
72	532
73	534
73	60
73	535
73	536
74	538
74	539
74	540
74	541
74	542
75	543
75	544
75	545
75	546
75	547
75	548
75	549
75	550
75	551
75	181
75	552
75	182
75	553
76	556
76	557
76	558
76	559
77	561
77	562
77	563
77	564
77	564
77	565
77	566
77	566
78	568
78	569
78	570
78	571
78	249
78	305
78	572
79	574
79	575
79	576
79	577
80	579
80	580
80	581
80	113
80	582
80	221
80	583
80	584
80	585
80	586
80	587
80	303
80	588
80	589
80	590
80	591
80	591
80	592
80	593
80	594
80	595
80	596
80	597
80	598
80	599
80	600
80	601
80	602
80	120
80	108
80	603
80	604
80	605
80	58
80	606
80	435
80	607
80	608
80	609
80	610
80	611
80	612
80	613
80	614
80	60
80	395
80	61
80	392
80	615
80	616
80	617
80	618
80	619
80	523
80	620
80	621
80	622
80	623
80	624
80	625
81	638
81	639
81	640
81	641
81	642
81	643
81	644
81	645
81	646
81	647
81	648
82	650
82	139
82	651
82	134
82	652
82	653
83	655
83	656
83	657
83	658
83	659
83	660
83	661
83	662
83	663
84	666
84	667
84	668
84	669
85	139
85	671
85	672
85	673
85	674
86	676
86	677
86	678
86	679
87	681
87	681
87	682
87	683
87	684
87	685
88	301
88	687
88	688
88	674
89	326
89	690
89	691
89	692
89	693
90	695
90	696
90	697
90	697
91	698
91	698
91	699
91	700
92	702
92	703
92	704
92	705
92	706
93	708
93	709
93	710
93	711
94	135
94	713
94	714
94	715
95	156
95	717
95	718
95	719
95	720
96	722
96	723
96	723
96	724
96	681
96	681
96	725
96	726
96	192
96	727
96	622
96	728
97	731
97	732
97	733
97	734
97	735
97	736
98	86
98	633
98	738
98	75
99	740
99	543
99	741
99	742
99	743
99	744
100	746
100	747
100	748
100	749
100	750
101	751
101	752
101	753
101	754
101	755
101	756
101	757
101	758
102	760
102	290
102	761
102	762
103	687
103	764
103	765
103	766
104	768
104	447
104	769
104	770
105	771
105	772
105	773
105	774
105	163
105	730
106	775
106	776
106	777
106	778
106	779
106	780
106	542
106	781
107	783
107	134
107	784
107	785
108	787
108	788
108	789
108	790
108	791
108	792
108	202
108	202
108	793
108	793
108	591
108	591
108	794
108	795
108	796
108	797
108	798
108	593
108	799
108	800
108	120
108	801
108	802
108	803
108	804
109	811
109	812
109	813
109	814
109	815
109	816
110	666
110	818
110	819
110	820
110	821
111	823
111	824
111	825
111	826
112	828
112	829
112	830
112	831
112	832
112	81
112	833
112	834
113	836
113	837
113	837
113	838
114	839
114	840
114	841
114	842
114	843
114	844
114	845
114	846
114	604
114	847
114	535
115	850
115	851
115	851
115	852
115	81
115	853
115	854
115	26
115	855
115	730
116	857
116	858
116	859
116	860
116	861
117	863
117	864
117	865
117	866
118	868
118	868
118	869
118	870
118	871
118	872
119	874
119	262
119	263
119	875
119	354
119	876
120	878
120	879
120	880
120	531
120	881
121	555
121	883
121	884
121	885
122	887
122	888
122	888
122	889
122	890
122	891
123	892
123	893
123	894
123	332
123	895
123	896
123	897
123	898
124	900
124	901
124	111
124	902
124	594
124	903
125	905
125	905
125	906
125	907
125	908
125	909
125	841
125	910
125	911
125	912
126	915
126	916
126	917
126	918
126	773
126	919
126	920
127	922
127	923
127	924
127	925
127	926
127	927
127	928
127	929
127	930
127	931
127	646
127	932
127	933
127	934
127	935
127	936
127	937
127	938
127	939
127	940
128	944
128	945
128	946
128	947
128	948
128	949
129	215
129	951
129	952
129	953
129	954
129	725
130	956
130	957
130	958
130	959
131	960
131	961
131	962
131	962
131	963
131	325
131	964
131	965
131	966
131	967
131	968
131	969
132	973
132	974
132	975
132	976
132	977
132	978
132	979
132	980
133	983
133	983
133	984
133	985
133	986
133	987
134	989
134	827
134	990
134	991
134	992
134	993
134	994
134	995
135	72
135	586
135	997
135	998
136	1000
136	1001
136	1002
136	1003
136	1004
136	1005
137	1007
137	1008
137	1009
137	1010
137	94
137	1011
137	1012
137	527
137	1013
137	1014
137	1015
137	536
137	1016
137	1017
137	1018
137	1019
137	1020
137	1021
137	1022
137	1023
137	1024
137	1025
137	1026
137	721
138	558
138	1032
138	1033
138	1034
138	1035
138	1036
138	1037
139	1039
139	1040
139	1041
139	1041
139	1042
139	1043
139	1044
140	1046
140	1047
140	1048
140	1049
140	1050
140	1051
141	1053
141	1054
141	1055
141	1056
141	1057
142	1059
142	830
142	1060
142	1060
143	1062
143	1063
143	367
143	1063
143	367
144	1065
144	1066
144	457
144	1067
144	1068
144	1069
144	1070
144	1071
144	1072
145	1074
145	1075
145	593
145	110
145	1076
145	1077
145	1078
145	1079
145	1080
146	1082
146	1083
146	1084
146	1085
146	1086
147	1088
147	600
147	1089
147	1090
148	219
148	1092
148	1093
148	1094
149	72
149	221
149	687
149	1096
149	1097
149	1098
150	1100
150	1101
150	1102
150	1103
151	1104
151	1105
151	1106
151	618
151	1107
151	1108
152	489
152	1110
152	1111
152	269
153	1113
153	1114
153	1115
153	1116
153	1117
153	1118
153	1119
153	1120
154	1122
154	1123
154	1124
154	1125
154	1125
154	1126
154	1127
154	1128
154	1129
154	634
154	1130
154	1130
154	1131
154	1132
154	1097
154	311
154	1133
155	1135
155	999
155	1136
155	1137
156	170
156	1138
156	1139
156	1140
156	1141
156	1142
156	1143
156	1144
156	1145
156	1146
156	212
156	1147
157	761
157	1149
157	845
157	776
158	1150
158	1076
158	1151
158	1152
159	1154
159	1155
159	528
159	326
160	1156
160	1157
160	1158
160	1159
160	1160
160	86
161	1162
161	1163
161	22
161	1164
161	1165
161	1166
161	270
161	1167
161	1168
161	600
161	1169
162	1171
162	1172
162	894
162	1173
162	1174
162	1175
163	1177
163	1177
163	1178
163	1179
163	1180
163	1041
163	1041
163	1181
164	1183
164	310
164	150
164	1184
165	1186
165	358
165	1187
165	952
165	1188
166	1190
166	1191
166	1192
166	1193
166	1194
166	1194
167	270
167	1195
167	1196
167	770
167	372
167	770
167	372
167	1197
167	357
168	215
168	358
168	1200
168	1201
168	1202
169	1204
169	1008
169	1205
169	1206
169	1207
169	1208
169	188
169	313
169	1209
169	1024
170	1212
170	1213
170	1214
170	1215
170	1216
170	1217
170	1062
170	1218
170	1219
170	1220
171	247
171	1223
171	1224
171	1225
172	1227
172	1228
172	1229
172	1230
173	1232
173	1101
173	1233
173	1234
174	1236
174	1237
174	1238
174	1238
174	1239
175	1241
175	1242
175	1243
175	1244
175	1245
176	1247
176	1248
176	1249
176	1250
177	1251
177	1251
177	1252
177	1253
178	1254
178	1127
178	1255
178	1256
179	1257
179	1257
179	1258
179	1259
179	725
179	170
179	207
179	215
179	1260
179	1260
179	952
179	1184
180	1263
180	1264
180	1265
180	1266
181	1268
181	127
181	1269
181	1269
182	1271
182	1272
182	1273
182	1274
182	1275
182	1276
182	959
183	1278
183	1279
183	1280
183	1281
183	1282
183	449
183	1283
183	1284
183	1285
183	919
184	1288
184	285
184	286
184	287
185	1128
185	1289
185	1290
185	1289
185	1290
185	1291
186	1293
186	1294
186	1295
186	102
187	1297
187	1298
187	286
187	288
187	1299
188	893
188	1301
188	1302
188	1303
188	1304
188	1305
188	1306
188	1307
188	1308
188	1308
188	1309
188	1309
189	1310
189	1311
189	1312
189	1313
189	1313
189	1314
190	1316
190	1317
190	1317
190	1092
190	1318
191	1320
191	1321
191	1322
191	1322
191	1323
191	796
191	1255
191	1324
191	92
191	1325
191	1326
191	1327
191	1328
191	1329
192	1333
192	993
192	994
192	1334
192	1335
192	1336
193	1338
193	1339
193	1340
193	1341
193	1342
193	1343
193	1344
194	1346
194	1347
194	1348
194	1349
194	1350
195	1351
195	1352
195	1353
195	937
196	229
196	1355
196	1356
196	1357
196	1358
196	1359
196	1360
197	1362
197	1363
197	242
197	1364
197	1365
197	1365
197	1366
197	1367
197	1368
198	1371
198	51
198	1372
198	298
199	1374
199	111
199	1375
199	1376
200	1378
200	1379
200	1380
200	1381
201	1382
201	1383
201	1365
201	1365
201	1384
202	1386
202	1387
202	1388
202	1324
202	1389
202	1390
202	1391
203	808
203	476
203	1077
203	1393
203	1394
204	1396
204	247
204	761
204	1397
204	955
204	1398
204	1399
204	1400
204	1401
204	760
204	1402
204	1403
204	1404
204	1405
204	1406
204	451
204	1407
204	1408
204	1409
204	1410
204	1411
204	1412
204	1413
204	1414
204	1414
205	1168
205	1421
205	1422
205	1423
206	1425
206	1426
206	818
206	1427
206	1428
207	1430
207	1431
207	1432
207	1433
207	1434
207	1435
208	1437
208	313
208	1438
208	88
208	771
208	1439
208	1440
208	849
208	1441
209	1444
209	1445
209	1446
209	827
209	313
210	1447
210	731
210	1448
210	1449
210	1450
210	1451
210	1452
210	750
210	1453
211	1456
211	1457
211	1458
211	1459
211	1016
211	1460
211	1461
211	384
211	1462
211	256
211	1463
212	1465
212	1466
212	1467
212	1468
212	1469
213	1471
213	1472
213	1473
213	1474
213	1475
213	1476
213	1477
213	1478
213	1479
213	1480
213	1481
214	1484
214	1485
214	1485
214	1486
214	1487
214	1488
214	1489
215	1491
215	776
215	1207
215	1492
215	1493
215	1494
215	1495
215	1496
216	1499
216	1500
216	1501
216	1502
216	1503
216	1504
216	1503
216	1504
